Visit_ID,Customer_ID,Visit_Date,Device_Type,Browser,Traffic_Source,Page_Views,Session_Duration_Seconds,Cart_Additions,Checkout_Started
VIS00034342,CUST014924,2023-10-03,Desktop,Safari,Direct,11,1340,3,1
VIS00034343,CUST014817,2025-12-01,Desktop,Firefox,WhatsApp,11,355,0,1
VIS00034344,CUST007063,2025-07-20,Desktop,Firefox,Google Ads,4,112,4,1
VIS00034345,CUST012044,2023-04-26,Mobile,Chrome,Facebook,13,608,0,1
VIS00034346,CUST004886,2023-05-05,Tablet,Firefox,Affiliate,6,1102,1,0
VIS00034347,CUST010177,2024-09-29,Desktop,Firefox,YouTube,11,269,0,1
VIS00034348,CUST005545,2024-05-21,Desktop,Chrome,Facebook,6,685,4,1
VIS00034349,CUST012052,2025-05-07,Tablet,Safari,Affiliate,3,31,3,1
VIS00034350,CUST010985,2025-10-20,Mobile,Safari,Direct,11,1022,1,1
VIS00034351,CUST011577,2022-06-25,Desktop,Safari,Facebook,11,937,1,1
VIS00034352,CUST001342,2022-01-15,Desktop,Chrome,Facebook,6,517,0,0
VIS00034353,CUST014608,2022-05-11,Tablet,Chrome,Email,12,1306,2,0
VIS00034354,CUST009100,2025-11-05,Mobile,Chrome,Affiliate,5,49,5,1
VIS00034355,CUST008997,2022-12-24,Tablet,Safari,YouTube,16,1681,1,0
VIS00034356,CUST002399,2024-03-17,Tablet,Edge,YouTube,18,1291,0,1
VIS00034357,CUST003763,2022-10-09,Tablet,Edge,Direct,3,91,2,0
VIS00034358,CUST002103,2024-12-23,Mobile,Safari,YouTube,17,719,1,0
VIS00034359,CUST009689,2023-10-26,Desktop,Firefox,Google Ads,8,791,1,1
VIS00034360,CUST004567,2025-07-28,Mobile,Safari,Instagram,12,319,5,1
VIS00034361,CUST014628,2025-04-23,Tablet,Edge,YouTube,14,1222,0,1
VIS00034362,CUST007732,2025-05-12,Tablet,Edge,Google Ads,6,509,4,1
VIS00034363,CUST006975,2024-04-09,Desktop,Edge,YouTube,5,712,3,0
VIS00034364,CUST004266,2024-03-06,Desktop,Firefox,Instagram,18,401,5,1
VIS00034365,CUST014486,2024-03-15,Mobile,Edge,Email,17,357,0,1
VIS00034366,CUST007020,2022-07-03,Desktop,Edge,WhatsApp,13,1131,2,1
VIS00034367,CUST011520,2023-07-02,Mobile,Chrome,Email,4,343,2,1
VIS00034368,CUST014897,2023-08-05,Desktop,Chrome,SEO,14,742,3,1
VIS00034369,CUST001457,2023-10-19,Desktop,Safari,SEO,6,865,2,0
VIS00034370,CUST014991,2023-08-19,Desktop,Safari,Direct,8,1051,3,1
VIS00034371,CUST012656,2025-05-26,Mobile,Chrome,Direct,3,1470,3,1
VIS00034372,CUST014046,2022-04-16,Desktop,Firefox,Affiliate,10,985,3,0
VIS00034373,CUST005159,2022-07-11,Tablet,Firefox,SEO,14,771,4,1
VIS00034374,CUST013282,2022-12-20,Tablet,Edge,Instagram,6,980,5,1
VIS00034375,CUST010559,2023-09-09,Tablet,Safari,WhatsApp,12,372,3,0
VIS00034376,CUST005097,2022-05-23,Mobile,Chrome,SEO,6,1437,1,0
VIS00034377,CUST012797,2022-06-15,Mobile,Chrome,YouTube,5,422,5,1
VIS00034378,CUST012157,2025-05-11,Desktop,Edge,WhatsApp,14,113,2,0
VIS00034379,CUST004326,2022-04-17,Tablet,Edge,Facebook,9,931,2,0
VIS00034380,CUST014264,2022-03-03,Desktop,Edge,Instagram,7,1476,5,1
VIS00034381,CUST010281,2025-10-17,Desktop,Chrome,Email,6,375,1,1
VIS00034382,CUST001554,2025-01-07,Tablet,Firefox,Instagram,8,554,5,1
VIS00034383,CUST004936,2025-04-06,Mobile,Firefox,Affiliate,6,88,3,0
VIS00034384,CUST012662,2023-10-30,Desktop,Safari,YouTube,2,1540,5,0
VIS00034385,CUST003937,2022-06-28,Desktop,Firefox,YouTube,7,684,1,1
VIS00034386,CUST009806,2025-08-02,Mobile,Safari,Affiliate,4,1566,4,1
VIS00034387,CUST014216,2023-08-06,Mobile,Safari,Google Ads,15,857,0,1
VIS00034388,CUST004566,2022-02-14,Desktop,Chrome,Affiliate,17,873,0,1
VIS00034389,CUST013925,2025-04-09,Desktop,Firefox,Instagram,7,1781,0,0
VIS00034390,CUST011465,2023-09-20,Mobile,Edge,Google Ads,10,229,5,0
VIS00034391,CUST012069,2023-06-01,Mobile,Firefox,Direct,5,1104,1,1
VIS00034392,CUST004573,2023-06-27,Mobile,Chrome,Facebook,17,672,2,1
VIS00034393,CUST012933,2025-02-18,Mobile,Edge,Direct,10,1787,4,1
VIS00034394,CUST001855,2022-04-09,Tablet,Firefox,Instagram,11,765,0,0
VIS00034395,CUST010786,2024-11-17,Mobile,Chrome,WhatsApp,9,774,3,1
VIS00034396,CUST007907,2023-04-16,Tablet,Chrome,Affiliate,11,705,5,1
VIS00034397,CUST006363,2025-05-22,Mobile,Safari,Google Ads,16,1331,2,0
VIS00034398,CUST008844,2024-06-25,Mobile,Chrome,YouTube,12,586,0,0
VIS00034399,CUST014277,2024-12-01,Desktop,Firefox,Facebook,8,1643,1,1
VIS00034400,CUST001274,2025-09-22,Tablet,Firefox,WhatsApp,8,1754,0,0
VIS00034401,CUST004900,2023-06-23,Tablet,Safari,SEO,17,1602,2,1
VIS00034402,CUST004615,2022-11-11,Mobile,Edge,YouTube,6,258,4,1
VIS00034403,CUST004437,2025-12-22,Tablet,Edge,Instagram,13,1131,3,1
VIS00034404,CUST001755,2025-08-14,Desktop,Firefox,SEO,9,494,2,1
VIS00034405,CUST004426,2022-07-23,Mobile,Firefox,Email,4,707,1,0
VIS00034406,CUST007424,2022-03-05,Mobile,Edge,Email,4,109,2,1
VIS00034407,CUST008041,2025-05-01,Tablet,Chrome,Google Ads,16,32,1,0
VIS00034408,CUST012047,2023-05-19,Mobile,Safari,Instagram,12,310,1,0
VIS00034409,CUST004872,2025-08-11,Desktop,Safari,Direct,15,1299,4,1
VIS00034410,CUST000817,2023-01-10,Desktop,Chrome,Email,10,1472,4,0
VIS00034411,CUST000613,2024-01-06,Tablet,Edge,Direct,1,1619,3,0
VIS00034412,CUST009297,2022-11-20,Tablet,Safari,Email,4,1440,3,0
VIS00034413,CUST014174,2025-12-27,Desktop,Firefox,Affiliate,12,375,2,0
VIS00034414,CUST007213,2024-12-27,Desktop,Safari,Instagram,15,36,5,1
VIS00034415,CUST001932,2023-06-02,Mobile,Safari,WhatsApp,13,1746,4,1
VIS00034416,CUST008786,2023-04-03,Mobile,Safari,Facebook,16,1503,2,0
VIS00034417,CUST014525,2024-01-31,Desktop,Chrome,SEO,14,865,5,0
VIS00034418,CUST013453,2024-04-20,Tablet,Safari,SEO,3,824,0,0
VIS00034419,CUST001717,2022-04-14,Tablet,Safari,WhatsApp,18,1579,0,0
VIS00034420,CUST005961,2025-09-11,Mobile,Firefox,Facebook,9,178,1,0
VIS00034421,CUST012283,2022-01-22,Desktop,Firefox,Facebook,9,1730,1,1
VIS00034422,CUST012874,2022-03-10,Desktop,Firefox,Direct,10,794,0,0
VIS00034423,CUST011144,2024-02-14,Desktop,Edge,Affiliate,18,609,4,1
VIS00034424,CUST013968,2023-05-17,Mobile,Firefox,YouTube,3,492,0,0
VIS00034425,CUST002266,2025-04-17,Desktop,Safari,Facebook,7,148,5,0
VIS00034426,CUST003707,2023-04-14,Mobile,Chrome,YouTube,6,312,5,0
VIS00034427,CUST000374,2025-03-11,Mobile,Safari,Affiliate,4,448,0,1
VIS00034428,CUST002297,2025-09-14,Desktop,Firefox,Email,7,78,4,1
VIS00034429,CUST014998,2022-02-09,Tablet,Edge,Facebook,14,1120,2,0
VIS00034430,CUST009943,2023-08-05,Desktop,Chrome,Instagram,3,967,3,1
VIS00034431,CUST007828,2022-02-25,Mobile,Edge,SEO,2,1097,5,0
VIS00034432,CUST001885,2024-01-01,Desktop,Edge,Facebook,14,625,2,1
VIS00034433,CUST002869,2023-07-31,Mobile,Chrome,Direct,1,1588,4,0
VIS00034434,CUST009871,2023-09-10,Mobile,Firefox,YouTube,6,626,3,0
VIS00034435,CUST011267,2025-04-19,Desktop,Safari,YouTube,5,1358,1,0
VIS00034436,CUST012857,2023-09-25,Desktop,Edge,Affiliate,5,388,3,0
VIS00034437,CUST009500,2023-12-31,Tablet,Edge,Instagram,15,840,5,0
VIS00034438,CUST011616,2023-05-31,Desktop,Safari,Instagram,6,99,4,0
VIS00034439,CUST012541,2023-03-17,Desktop,Safari,Direct,11,1473,2,0
VIS00034440,CUST004582,2024-09-08,Mobile,Edge,Direct,18,502,5,0
VIS00034441,CUST003721,2024-08-19,Desktop,Chrome,Direct,11,148,3,0
VIS00034442,CUST014622,2023-05-10,Tablet,Chrome,SEO,9,621,1,0
VIS00034443,CUST001902,2025-10-06,Mobile,Edge,Google Ads,2,342,5,1
VIS00034444,CUST010219,2022-01-17,Tablet,Edge,Direct,12,927,3,0
VIS00034445,CUST014158,2025-06-20,Tablet,Edge,YouTube,1,521,3,1
VIS00034446,CUST005679,2025-11-18,Mobile,Chrome,Direct,11,872,2,0
VIS00034447,CUST003155,2025-11-06,Desktop,Firefox,YouTube,10,334,3,1
VIS00034448,CUST001273,2025-05-04,Tablet,Chrome,Direct,2,1457,4,1
VIS00034449,CUST002137,2023-08-16,Desktop,Firefox,Google Ads,11,434,0,0
VIS00034450,CUST011028,2025-11-15,Desktop,Safari,Google Ads,6,1700,4,1
VIS00034451,CUST001309,2022-03-04,Tablet,Safari,WhatsApp,8,268,5,0
VIS00034452,CUST004781,2023-11-28,Desktop,Safari,Facebook,17,1369,1,0
VIS00034453,CUST007166,2023-08-28,Desktop,Chrome,Google Ads,12,1504,0,1
VIS00034454,CUST009025,2023-05-27,Mobile,Firefox,Email,9,73,0,1
VIS00034455,CUST002667,2025-09-19,Mobile,Safari,Direct,9,1483,4,0
VIS00034456,CUST013346,2023-11-15,Mobile,Edge,WhatsApp,12,734,5,1
VIS00034457,CUST009227,2025-04-24,Mobile,Firefox,SEO,18,292,0,0
VIS00034458,CUST003037,2023-03-16,Desktop,Firefox,WhatsApp,13,83,0,0
VIS00034459,CUST005110,2023-10-20,Desktop,Firefox,SEO,8,1209,0,1
VIS00034460,CUST011681,2023-04-19,Tablet,Safari,Instagram,14,1204,0,0
VIS00034461,CUST011011,2023-05-24,Desktop,Chrome,Instagram,17,1756,1,1
VIS00034462,CUST002217,2024-05-24,Desktop,Edge,WhatsApp,9,1148,5,0
VIS00034463,CUST007681,2023-09-11,Mobile,Chrome,SEO,8,1594,0,0
VIS00034464,CUST001093,2022-05-01,Mobile,Safari,Affiliate,13,1672,5,0
VIS00034465,CUST007267,2024-12-21,Tablet,Edge,Email,13,779,3,1
VIS00034466,CUST013004,2025-11-13,Tablet,Edge,Google Ads,7,351,3,1
VIS00034467,CUST012034,2024-03-04,Tablet,Firefox,Direct,11,257,5,1
VIS00034468,CUST003352,2022-08-20,Tablet,Firefox,Affiliate,18,1135,2,1
VIS00034469,CUST010045,2022-06-17,Mobile,Safari,Affiliate,4,502,1,0
VIS00034470,CUST013878,2023-12-16,Mobile,Safari,Instagram,5,1651,5,0
VIS00034471,CUST007640,2022-12-16,Tablet,Chrome,SEO,8,68,3,1
VIS00034472,CUST014342,2025-02-12,Desktop,Edge,Email,14,946,5,1
VIS00034473,CUST009237,2025-12-06,Mobile,Chrome,WhatsApp,8,1782,1,1
VIS00034474,CUST013528,2022-12-01,Desktop,Edge,Affiliate,11,409,1,1
VIS00034475,CUST005027,2023-11-04,Mobile,Safari,WhatsApp,15,829,5,0
VIS00034476,CUST000101,2022-10-28,Desktop,Safari,Facebook,5,1489,2,0
VIS00034477,CUST010447,2023-06-22,Desktop,Firefox,YouTube,11,1582,3,0
VIS00034478,CUST008006,2025-08-25,Desktop,Edge,Direct,7,317,4,0
VIS00034479,CUST000227,2025-08-18,Tablet,Safari,WhatsApp,9,665,5,1
VIS00034480,CUST007790,2022-02-03,Tablet,Edge,YouTube,12,1614,0,1
VIS00034481,CUST001756,2025-01-09,Desktop,Firefox,Affiliate,2,883,3,1
VIS00034482,CUST005060,2024-07-20,Desktop,Chrome,Email,1,1736,0,1
VIS00034483,CUST010337,2024-01-05,Desktop,Edge,Email,17,1756,5,0
VIS00034484,CUST006834,2023-03-30,Desktop,Chrome,Affiliate,3,673,3,0
VIS00034485,CUST013241,2025-09-09,Mobile,Edge,Google Ads,1,1599,5,0
VIS00034486,CUST006684,2025-07-11,Tablet,Safari,YouTube,14,183,0,0
VIS00034487,CUST004770,2022-10-05,Desktop,Safari,Facebook,10,1593,1,1
VIS00034488,CUST012565,2022-07-10,Desktop,Edge,Direct,18,688,5,0
VIS00034489,CUST004402,2022-08-31,Mobile,Safari,Direct,4,491,4,1
VIS00034490,CUST006030,2023-01-03,Mobile,Chrome,YouTube,4,61,2,0
VIS00034491,CUST001078,2025-05-12,Desktop,Edge,Direct,5,258,4,1
VIS00034492,CUST008850,2025-02-05,Desktop,Firefox,Instagram,4,1390,2,1
VIS00034493,CUST003249,2025-08-09,Tablet,Safari,Affiliate,3,1116,4,0
VIS00034494,CUST006317,2025-11-04,Desktop,Firefox,Affiliate,17,1450,0,1
VIS00034495,CUST001624,2024-04-06,Desktop,Firefox,WhatsApp,16,1417,0,0
VIS00034496,CUST003796,2025-04-27,Mobile,Edge,Direct,2,323,4,1
VIS00034497,CUST004632,2023-11-10,Desktop,Firefox,Instagram,1,1272,5,1
VIS00034498,CUST003640,2023-03-15,Mobile,Safari,SEO,1,434,3,0
VIS00034499,CUST008491,2022-08-28,Desktop,Edge,Facebook,1,365,0,0
VIS00034500,CUST010881,2024-05-11,Tablet,Chrome,Facebook,8,855,0,0
VIS00034501,CUST004007,2022-07-15,Mobile,Safari,Instagram,5,836,1,1
VIS00034502,CUST000102,2024-12-17,Mobile,Edge,Instagram,8,940,2,0
VIS00034503,CUST001078,2023-11-07,Tablet,Safari,Instagram,1,572,3,1
VIS00034504,CUST013706,2022-12-30,Tablet,Firefox,Direct,10,204,0,0
VIS00034505,CUST006927,2025-11-03,Tablet,Chrome,Facebook,7,1682,1,0
VIS00034506,CUST009433,2023-05-17,Desktop,Safari,Facebook,13,589,3,1
VIS00034507,CUST012277,2023-09-24,Mobile,Safari,Facebook,16,986,3,0
VIS00034508,CUST008323,2024-03-30,Mobile,Safari,Google Ads,8,1371,3,0
VIS00034509,CUST001547,2022-07-27,Desktop,Chrome,WhatsApp,10,1703,5,0
VIS00034510,CUST007544,2022-11-15,Tablet,Firefox,Google Ads,5,49,4,0
VIS00034511,CUST001247,2025-12-16,Desktop,Safari,SEO,15,123,2,0
VIS00034512,CUST003850,2024-09-18,Mobile,Edge,YouTube,8,100,2,0
VIS00034513,CUST009509,2025-11-21,Tablet,Firefox,Instagram,10,24,0,0
VIS00034514,CUST011430,2022-11-11,Desktop,Edge,YouTube,10,1339,2,0
VIS00034515,CUST004989,2023-09-26,Desktop,Safari,Direct,3,1138,3,0
VIS00034516,CUST011989,2022-12-07,Desktop,Chrome,Facebook,16,688,3,0
VIS00034517,CUST007247,2022-03-19,Mobile,Edge,Facebook,18,809,2,0
VIS00034518,CUST013170,2022-05-15,Desktop,Edge,Instagram,9,1719,2,1
VIS00034519,CUST000490,2022-09-03,Tablet,Firefox,Affiliate,15,1421,5,0
VIS00034520,CUST002772,2022-01-11,Desktop,Chrome,Affiliate,5,1030,1,0
VIS00034521,CUST014070,2025-08-15,Tablet,Chrome,SEO,18,1603,3,1
VIS00034522,CUST006235,2024-07-18,Tablet,Safari,Direct,8,858,2,0
VIS00034523,CUST000924,2023-12-28,Tablet,Firefox,SEO,15,811,0,0
VIS00034524,CUST004039,2025-05-30,Mobile,Firefox,Direct,18,1098,4,0
VIS00034525,CUST003064,2022-01-31,Desktop,Firefox,SEO,6,917,1,0
VIS00034526,CUST000303,2022-04-15,Tablet,Edge,Affiliate,7,1273,2,0
VIS00034527,CUST005779,2022-10-01,Mobile,Safari,Direct,2,1267,5,1
VIS00034528,CUST007980,2023-08-23,Desktop,Firefox,Instagram,1,489,2,1
VIS00034529,CUST005216,2023-11-15,Mobile,Edge,Facebook,3,75,0,0
VIS00034530,CUST009263,2022-01-13,Desktop,Firefox,Affiliate,1,50,1,1
VIS00034531,CUST002982,2023-03-27,Tablet,Chrome,Email,3,1509,1,0
VIS00034532,CUST008542,2022-04-09,Mobile,Edge,Facebook,14,1587,3,1
VIS00034533,CUST010091,2023-11-01,Desktop,Edge,Facebook,15,1229,3,0
VIS00034534,CUST010875,2025-06-14,Desktop,Chrome,Google Ads,4,1317,0,0
VIS00034535,CUST003361,2024-09-25,Tablet,Edge,Email,7,709,1,1
VIS00034536,CUST012259,2022-10-30,Mobile,Chrome,Affiliate,8,763,5,1
VIS00034537,CUST002882,2025-04-08,Tablet,Chrome,Email,6,1043,3,1
VIS00034538,CUST012196,2025-11-09,Tablet,Edge,Email,2,1656,1,1
VIS00034539,CUST002254,2022-10-03,Mobile,Firefox,YouTube,2,272,3,0
VIS00034540,CUST006159,2023-09-02,Mobile,Edge,Direct,7,842,2,0
VIS00034541,CUST001059,2024-07-25,Mobile,Chrome,Instagram,17,436,4,0
VIS00034542,CUST000874,2022-01-11,Mobile,Firefox,SEO,1,1718,5,1
VIS00034543,CUST005760,2024-08-08,Desktop,Chrome,Instagram,7,1763,1,0
VIS00034544,CUST004209,2023-01-19,Tablet,Safari,Facebook,16,1431,0,1
VIS00034545,CUST001777,2023-02-17,Desktop,Safari,YouTube,11,757,5,1
VIS00034546,CUST008705,2022-05-21,Desktop,Edge,Email,2,1668,2,0
VIS00034547,CUST006622,2025-04-20,Tablet,Safari,Direct,5,443,2,0
VIS00034548,CUST004194,2024-08-20,Tablet,Firefox,Affiliate,17,143,0,1
VIS00034549,CUST006844,2024-01-14,Desktop,Firefox,Affiliate,15,1144,3,1
VIS00034550,CUST000696,2024-03-22,Mobile,Chrome,Affiliate,12,1249,0,1
VIS00034551,CUST010563,2022-12-22,Mobile,Chrome,WhatsApp,16,761,5,0
VIS00034552,CUST012711,2025-02-03,Desktop,Edge,SEO,12,1117,5,0
VIS00034553,CUST000770,2022-10-27,Tablet,Firefox,Direct,10,731,1,0
VIS00034554,CUST004019,2022-07-03,Desktop,Firefox,Instagram,2,574,4,0
VIS00034555,CUST007853,2025-10-28,Desktop,Safari,Instagram,4,1489,2,0
VIS00034556,CUST013694,2023-06-03,Tablet,Chrome,Affiliate,10,1407,4,1
VIS00034557,CUST012040,2025-09-10,Mobile,Edge,Affiliate,15,294,5,1
VIS00034558,CUST005095,2022-10-25,Tablet,Safari,YouTube,3,290,0,0
VIS00034559,CUST000714,2023-02-02,Mobile,Chrome,YouTube,6,1676,0,1
VIS00034560,CUST000573,2023-04-18,Mobile,Chrome,YouTube,14,1195,2,0
VIS00034561,CUST002550,2025-09-13,Mobile,Firefox,SEO,16,867,4,0
VIS00034562,CUST009566,2022-12-12,Tablet,Chrome,WhatsApp,1,465,0,1
VIS00034563,CUST007138,2025-12-07,Desktop,Firefox,Direct,7,792,0,1
VIS00034564,CUST014426,2023-11-25,Desktop,Firefox,SEO,2,1717,1,0
VIS00034565,CUST010773,2025-10-12,Desktop,Chrome,WhatsApp,2,1771,5,0
VIS00034566,CUST010118,2022-03-14,Desktop,Firefox,Email,15,975,2,0
VIS00034567,CUST012963,2022-02-28,Tablet,Safari,Instagram,18,291,4,1
VIS00034568,CUST014067,2023-03-19,Tablet,Firefox,YouTube,12,674,5,1
VIS00034569,CUST010717,2024-05-04,Mobile,Chrome,WhatsApp,5,1485,5,0
VIS00034570,CUST011373,2024-09-02,Desktop,Edge,Google Ads,3,1439,1,1
VIS00034571,CUST013743,2023-09-07,Mobile,Chrome,SEO,3,913,4,0
VIS00034572,CUST010485,2023-05-25,Tablet,Firefox,Email,3,1494,3,0
VIS00034573,CUST006919,2022-04-24,Tablet,Safari,YouTube,5,1251,3,1
VIS00034574,CUST001333,2025-12-01,Tablet,Edge,Instagram,14,248,1,0
VIS00034575,CUST001085,2023-02-02,Mobile,Safari,Google Ads,16,315,0,0
VIS00034576,CUST012831,2025-02-20,Tablet,Chrome,WhatsApp,15,806,3,1
VIS00034577,CUST012365,2023-01-28,Tablet,Safari,Email,1,1227,1,1
VIS00034578,CUST011880,2024-12-18,Tablet,Edge,Google Ads,5,1296,2,1
VIS00034579,CUST009405,2023-01-14,Mobile,Firefox,Google Ads,13,653,0,1
VIS00034580,CUST000311,2024-06-19,Tablet,Edge,Affiliate,14,1490,1,1
VIS00034581,CUST014014,2024-11-13,Tablet,Safari,Instagram,12,932,2,0
VIS00034582,CUST005580,2022-06-25,Desktop,Safari,Google Ads,14,357,1,0
VIS00034583,CUST014002,2023-01-25,Desktop,Firefox,Direct,13,727,0,0
VIS00034584,CUST000614,2023-06-03,Tablet,Firefox,Email,3,1158,3,0
VIS00034585,CUST010751,2024-01-22,Tablet,Safari,Email,7,471,0,0
VIS00034586,CUST000828,2024-09-01,Desktop,Safari,YouTube,10,1292,2,1
VIS00034587,CUST007406,2025-12-11,Tablet,Firefox,SEO,4,864,3,1
VIS00034588,CUST002739,2024-03-24,Mobile,Firefox,Google Ads,6,1466,2,1
VIS00034589,CUST013816,2022-02-12,Mobile,Safari,WhatsApp,11,756,0,0
VIS00034590,CUST006970,2025-06-23,Mobile,Safari,Instagram,17,1728,3,0
VIS00034591,CUST003480,2025-10-30,Mobile,Firefox,Email,11,1511,3,1
VIS00034592,CUST009302,2024-07-01,Desktop,Safari,Direct,3,1433,5,1
VIS00034593,CUST014222,2025-12-19,Desktop,Edge,Direct,12,1133,5,0
VIS00034594,CUST008963,2023-11-14,Desktop,Firefox,YouTube,6,1447,4,0
VIS00034595,CUST010318,2022-01-04,Tablet,Firefox,Affiliate,9,134,5,0
VIS00034596,CUST000058,2022-01-28,Desktop,Edge,Facebook,18,919,0,1
VIS00034597,CUST003326,2022-10-04,Desktop,Firefox,WhatsApp,3,1274,3,1
VIS00034598,CUST004540,2022-08-18,Tablet,Firefox,Affiliate,3,632,0,1
VIS00034599,CUST013464,2022-06-26,Mobile,Safari,Direct,8,110,1,1
VIS00034600,CUST014144,2022-05-03,Tablet,Safari,Google Ads,8,721,3,0
VIS00034601,CUST006538,2023-12-06,Desktop,Edge,YouTube,13,982,5,0
VIS00034602,CUST006058,2025-06-12,Mobile,Safari,WhatsApp,18,623,2,0
VIS00034603,CUST004505,2024-01-30,Mobile,Chrome,Affiliate,14,716,5,1
VIS00034604,CUST006324,2024-04-14,Tablet,Firefox,Email,16,314,0,0
VIS00034605,CUST009688,2022-08-13,Tablet,Safari,SEO,10,1600,2,0
VIS00034606,CUST003212,2025-03-15,Mobile,Chrome,Facebook,15,1023,2,1
VIS00034607,CUST000271,2022-05-27,Tablet,Edge,Google Ads,14,831,1,0
VIS00034608,CUST007334,2025-03-13,Tablet,Safari,Affiliate,12,911,5,0
VIS00034609,CUST007157,2022-06-28,Mobile,Safari,Affiliate,2,1493,3,1
VIS00034610,CUST004913,2025-04-06,Desktop,Edge,Direct,15,778,5,0
VIS00034611,CUST006776,2023-12-12,Tablet,Edge,Email,3,76,0,0
VIS00034612,CUST009499,2023-11-15,Mobile,Edge,Email,12,783,0,0
VIS00034613,CUST014858,2022-10-24,Mobile,Firefox,Email,9,517,0,0
VIS00034614,CUST000944,2022-03-27,Mobile,Chrome,Google Ads,17,840,3,0
VIS00034615,CUST004917,2025-08-18,Mobile,Chrome,Email,11,1767,4,1
VIS00034616,CUST013632,2022-09-22,Tablet,Safari,Email,2,1105,0,0
VIS00034617,CUST011020,2022-08-12,Mobile,Chrome,Direct,9,258,4,0
VIS00034618,CUST014731,2023-06-25,Mobile,Chrome,Facebook,8,1397,4,1
VIS00034619,CUST005705,2023-04-16,Desktop,Edge,Instagram,2,807,5,1
VIS00034620,CUST003725,2023-01-03,Desktop,Firefox,Email,17,50,5,0
VIS00034621,CUST006050,2024-05-24,Desktop,Safari,Google Ads,8,511,2,0
VIS00034622,CUST005129,2024-05-25,Desktop,Edge,Email,2,1403,5,1
VIS00034623,CUST007802,2025-05-29,Desktop,Edge,Direct,5,266,4,0
VIS00034624,CUST001293,2024-05-12,Tablet,Edge,Google Ads,16,490,5,1
VIS00034625,CUST008431,2022-01-22,Tablet,Edge,Direct,4,859,0,1
VIS00034626,CUST013247,2023-05-25,Mobile,Firefox,WhatsApp,14,1292,5,0
VIS00034627,CUST014810,2025-04-22,Desktop,Firefox,YouTube,17,966,4,0
VIS00034628,CUST001541,2023-01-13,Mobile,Firefox,Direct,15,144,2,0
VIS00034629,CUST014199,2025-03-11,Desktop,Chrome,Direct,5,1566,0,1
VIS00034630,CUST010010,2023-05-22,Desktop,Chrome,WhatsApp,17,71,1,1
VIS00034631,CUST008631,2022-12-18,Desktop,Firefox,YouTube,3,756,5,0
VIS00034632,CUST000803,2025-10-28,Tablet,Safari,Direct,6,529,1,0
VIS00034633,CUST009863,2023-11-02,Mobile,Chrome,Facebook,6,1230,5,0
VIS00034634,CUST013671,2024-06-23,Mobile,Firefox,Google Ads,16,1725,4,0
VIS00034635,CUST014295,2024-01-28,Mobile,Firefox,Facebook,13,247,4,1
VIS00034636,CUST014906,2025-11-15,Desktop,Firefox,Facebook,14,96,3,0
VIS00034637,CUST014489,2025-06-24,Desktop,Firefox,WhatsApp,11,828,2,1
VIS00034638,CUST005887,2025-10-28,Mobile,Edge,WhatsApp,10,1754,4,0
VIS00034639,CUST003738,2023-03-29,Tablet,Safari,Instagram,13,1543,2,0
VIS00034640,CUST009233,2022-06-08,Mobile,Firefox,YouTube,2,491,5,1
VIS00034641,CUST009827,2024-12-07,Mobile,Chrome,Direct,15,869,4,0
VIS00034642,CUST007443,2023-11-03,Mobile,Chrome,YouTube,3,1767,0,0
VIS00034643,CUST013605,2023-06-01,Mobile,Edge,Email,3,28,2,0
VIS00034644,CUST011404,2022-02-06,Desktop,Firefox,Facebook,15,966,4,1
VIS00034645,CUST012765,2024-09-15,Tablet,Firefox,WhatsApp,3,306,5,0
VIS00034646,CUST014820,2022-02-17,Desktop,Edge,YouTube,9,1575,3,1
VIS00034647,CUST003170,2025-09-12,Desktop,Safari,Affiliate,10,343,1,1
VIS00034648,CUST010935,2023-10-25,Mobile,Firefox,YouTube,5,1757,0,0
VIS00034649,CUST009750,2025-10-26,Tablet,Firefox,Direct,10,1543,3,1
VIS00034650,CUST002147,2025-07-14,Mobile,Edge,Affiliate,16,1283,4,1
VIS00034651,CUST007629,2022-07-04,Tablet,Chrome,Instagram,10,731,2,1
VIS00034652,CUST011467,2025-03-15,Tablet,Chrome,Instagram,9,192,3,1
VIS00034653,CUST014652,2024-05-13,Tablet,Edge,Google Ads,1,858,0,0
VIS00034654,CUST003486,2023-01-01,Mobile,Firefox,Facebook,16,1027,4,0
VIS00034655,CUST004618,2023-02-25,Mobile,Edge,Direct,17,1461,5,1
VIS00034656,CUST004691,2022-06-30,Mobile,Firefox,Google Ads,7,498,3,0
VIS00034657,CUST012663,2024-08-12,Mobile,Chrome,Instagram,8,132,4,1
VIS00034658,CUST003518,2023-01-23,Desktop,Safari,Direct,10,530,0,1
VIS00034659,CUST008150,2023-09-19,Tablet,Safari,WhatsApp,18,1274,1,0
VIS00034660,CUST013322,2025-03-31,Tablet,Edge,Affiliate,12,449,1,1
VIS00034661,CUST003270,2022-06-04,Tablet,Safari,WhatsApp,14,1713,2,0
VIS00034662,CUST014061,2025-01-05,Desktop,Safari,WhatsApp,16,80,5,1
VIS00034663,CUST007855,2023-03-27,Mobile,Firefox,Instagram,3,991,5,0
VIS00034664,CUST000841,2024-08-04,Desktop,Edge,Instagram,16,1064,5,0
VIS00034665,CUST012533,2022-11-11,Desktop,Firefox,Facebook,7,1738,0,1
